protest_date,region,location,actor,size,notes
2019-09-20,Nordrhein-Westfalen,Dülmen,OTHER_CLIMATE_GROUP,1500.0,"Hundreds participate in climate strike in Dülmen, with participants of all ages gathering at the Löwendenkmal to protest the failure of climate policy and demand action to combat climate change."
2020-09-22,Hessen,Gießen,OTHER_CLIMATE_GROUP,,"Protest against the expansion of the A49 highway in Dannenröder Forst, where more than 70 cars were marked with a red cross to indicate they should be set on fire."
2019-03-15,Bayern,Coburg,FFF,200.0,Fridays for Future: 200 Schüler demonstrieren in Coburg - Around 200 students demonstrate for more climate and environmental protection during school hours.
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,500.0,"Protest against the IAA (International Motor Show) in Munich, with clashes between police and demonstrators, including the use of batons and pepper spray; occupied empty houses and blocked exhibition areas of car manufacturers."
2019-05-23,Nordrhein-Westfalen,Köln,FFF,20000.0,"Over 20,000 students took to the streets in Cologne, Bonn, Münster, Aachen, and Düsseldorf for more climate protection, with higher participant numbers than before; in Münster alone, 6,000 demonstrators were counted, the highest number so far for Fridays for Future demonstrations in Münster."
2019-05-23,Nordrhein-Westfalen,Bonn,FFF,2500.0,"Approximately 2,500 participants marched through the city center of Bonn, demanding more measures for the protection of the Earth."
2019-05-23,Nordrhein-Westfalen,Münster,FFF,6000.0,"In Münster, 6,000 demonstrators gathered, the highest number so far for Fridays for Future demonstrations in Münster."
2019-05-23,Nordrhein-Westfalen,Aachen,FFF,,"In Aachen, students and university students were also on the move on Friday, demanding more measures for the protection of the Earth; among other things, the march stopped in front of schools and the main university building."
2019-05-23,Nordrhein-Westfalen,Düsseldorf,FFF,5000.0,"Over 5,000 students gathered in Düsseldorf for more climate protection."
2019-05-23,Nordrhein-Westfalen,Hamm,FFF,1000.0,"In Hamm, 1,000 participants took to the streets for more climate protection."
2019-05-23,Nordrhein-Westfalen,Leverkusen,FFF,200.0,Approximately 200 students in Leverkusen protested for more climate protection.
2019-05-23,Nordrhein-Westfalen,Warendorf,FFF,1000.0,"Up to 1,000 students in Warendorf took to the streets for more climate protection."
2019-08-16,Bremen,Bremen,FFF,,"Fridays for Future protest in Bremen with students, university students, and working individuals demanding resistance against coal mining and for climate action."
2019-07-25,Bayern,Bayreuth,XR,25.0,"Climate demonstration during the opening of the Bayreuth Festival 2019, with activists lying on the ground and singing, demanding climate and species protection; police encircled the activists and the protest was peacefully dissolved."
2020-09-25,Nordrhein-Westfalen,Tecklenburg,FFF,100.0,"More than 100 people marched through the historic old town of Tecklenburg in a climate strike organized by the local Fridays for Future group, demanding concrete and effective solutions to the climate crisis."
2019-07-13,Nordrhein-Westfalen,Köln,XR,250.0,"250 climate activists occupied the Deutzer Brücke in Cologne, as part of the 'Extinction Rebellion' movement, to block the climate crisis and marched towards Neumarkt; police filed a complaint for violations of the assembly law."
2022-11-08,Bayern,Erlangen,FFF,,"Students for Future protest against the 27th World Climate Conference in Egypt, criticizing the lack of climate protection and calling it a huge greenwashing. They also highlight the issue of human rights in Egypt and the connection between climate justice and human rights."
2019-08-25,,Bayonne,OTHER_CLIMATE_GROUP,,"Protest against the environmental policies of the G7 countries and French President Macron, with stolen portraits of Macron, calling for concrete measures and involving civil disobedience."
2019-05-24,Berlin,Berlin,FFF,10000.0,Thousands demonstrate for more climate protection at the Brandenburg Gate in Berlin as part of the global climate strike organized by Fridays for Future two days before the European elections.
2019-10-08,Niedersachsen,Amsterdam,XR,,"Extinction Rebellion protesters block a major road in Amsterdam to demand more action on climate change, leading to confrontations with the police."
2021-03-28,Schleswig-Holstein,Paris,OTHER_CLIMATE_GROUP,44000.0,"Protests for more ambitious climate policy in France, with 44,000 participants in multiple cities, including 12,000 in Paris, demanding a 'real climate law' and criticizing the government's lack of ambition in fighting climate change."
2019-10-08,Berlin,Berlin,XR,,"Extinction Rebellion: Berliner Klimaproteste mit Straßenblockaden, Politiker reagieren negativ"
2020-10-26,,Gießen/Kassel/Frankfurt,OTHER_CLIMATE_GROUP,,"Protest against the construction of the A49 highway, activists abseiled from several highway bridges in Hessen, causing traffic chaos and long traffic jams on the A3, A5, and A661 highways."
2019-09-26,Hamburg,Hamburg,FFF,3200.0,Climate protest in Hamburg with 3200 participants.
2019-09-26,Bayern,München,FFF,2000.0,Climate protest in Munich with 2000 participants.
2019-09-26,Bayern,Nürnberg,FFF,1200.0,Climate protest in Nuremberg with 1200 participants.
2019-09-26,Baden-Württemberg,Mailand,FFF,150000.0,"Climate protest in Milan with 150,000 participants."
2019-09-26,Mecklenburg-Vorpommern,Rom,FFF,200000.0,"Climate protest in Rome with over 200,000 participants."
2019-09-26,Baden-Württemberg,Italien,FFF,1000000.0,Climate protest in Italy with over 1 million participants.
2019-09-26,Bayern,Wien,FFF,65000.0,"Climate protest in Vienna with 65,000 participants."
2019-09-26,Schleswig-Holstein,Stockholm,FFF,60000.0,"Climate protest in Stockholm with 60,000 participants."
2019-09-26,Bayern,Helsinki,FFF,5000.0,Climate protest in Helsinki with 5000 participants.
2019-09-26,Schleswig-Holstein,Palma,FFF,5000.0,Climate protest in Palma with 5000 participants.
2021-09-15,Berlin,Berlin,OTHER_CLIMATE_GROUP,,First climate activist hospitalized due to hunger strike - demands include a public conversation with the three chancellor candidates and the establishment of a citizens' council for immediate climate protection measures.
2023-01-15,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Protest against the eviction of Lützerath, with clashes between activists and police resulting in injuries and allegations of police violence."
2019-03-01,Hamburg,Hamburg,FFF,3800.0,"Greta Thunberg demonstrates with thousands in Hamburg for better climate policy, with several thousand girls and boys skipping school to join the protest, sparking a debate about compulsory education."
2020-02-08,Hessen,Los Angeles,OTHER_CLIMATE_GROUP,,"Jane Fonda and Joaquin Phoenix led a protest against climate change in Los Angeles, calling for an end to oil drilling in California and a reduction in the burning of fossil fuels."
2019-09-20,Nordrhein-Westfalen,Warendorf,FFF,150.0,"Climate protest event organized by Fridays for Future (FFF) and ParentsForFuture in Warendorf, Germany, with around 150 participants of all ages calling for active climate protection and demanding action from the government."
2019-11-29,Berlin,Berlin,BUND,24.0,Around two dozen members of the youth organization of the Federal Association for the Environment and Nature Conservation (BUND) went swimming in the Spree river in Berlin to protest against the government's climate policy.
2021-04-15,Bremen,Bremen,XR,,"Climate activists from Extinction Rebellion blocked important access roads, caused closures of highways, and demonstrated for a traffic turnaround in Bremen, Germany."
2018-10-28,Rheinland-Pfalz,Hambach,EG,,Police evacuate occupied coal railway at the Hambach open-pit mine.
2019-07-08,Baden-Württemberg,Basel,OTHER_CLIMATE_GROUP,,"Climate activists demonstrate in front of Swiss banks in Basel and Zurich, calling for an exit from oil, coal, and gas extraction; police confirm interventions at the headquarters of UBS in Basel and Credit Suisse in Zurich; the protest is directed against the financing of oil and coal extraction by these banks."
2018-06-26,Berlin,Berlin,Greenpeace,,Political protest by Greenpeace activists who colored the streets around the Berlin Victory Column with thousands of liters of yellow paint to demonstrate against the first meeting of the coal commission.
2021-02-09,Bayern,München,XR,,"Protest against the planned expansion of a garden center in Perlach, Munich, with the aim of preventing the destruction of public green areas and the felling of 50 old trees."
2022-11-04,Berlin,Berlin,Letzte Generation,,"Climate activists continue their protest in Berlin with street blockades following the death of a cyclist in a truck accident, despite criticism and confrontations with the police."
2020-09-25,Berlin,Berlin,FFF,,"Fridays for Future protest in Berlin with more than 400 actions and demonstrations, including a vigil at the Brandenburg Gate, and three marches with a maximum of 3,500 people each allowed by the court."
2019-09-26,Berlin,Berlin,FFF,,"Hundreds of thousands of people protested for more climate protection, with particularly large protests in Italy, including over 150,000 participants in Milan and over 200,000 in Rome."
2019-09-26,Niedersachsen,Milan,FFF,150000.0,"Protesters in Milan demanded a hot pizza instead of a hot planet, with an estimated 150,000 participants."
2019-09-26,,Rome,FFF,200000.0,"Over 200,000 people participated in climate protests in Rome, organized by Fridays for Future."
2019-09-26,Baden-Württemberg,Italy,FFF,1000000.0,Over one million people participated in climate protests across Italy.
2019-09-20,Nordrhein-Westfalen,Wellington,FFF,,"Tens of thousands of people gathered in front of the parliament in Wellington, New Zealand, to protest for more climate protection."
2019-09-20,Rheinland-Pfalz,Seoul,FFF,,"Protests for more climate protection took place in Seoul, South Korea, among other locations."
2019-09-20,Bayern,India,FFF,,"Protests for more climate protection took place in India, among other locations."
2019-09-20,,Bangladesh,FFF,,"Protests for more climate protection took place in Bangladesh, among other locations."
2019-09-20,,The Hague,FFF,35000.0,"Around 35,000 predominantly young people participated in protests and a demonstration through the city of The Hague, Netherlands."
2019-09-20,Berlin,Vienna,FFF,65000.0,"A total of 65,000 people participated in climate protests in Austria, with tens of thousands of participants in a rally in Vienna."
2019-09-20,Schleswig-Holstein,Stockholm,FFF,60000.0,"60,000 people gathered in Stockholm, Sweden, for a protest march, organized by Fridays for Future."
2019-09-20,Bayern,Helsinki,FFF,5000.0,"At least 5,000 people participated in a protest around the parliament in Helsinki, Finland."
2019-09-20,Schleswig-Holstein,Palma,FFF,5000.0,"More than 5,000 people participated in a climate demonstration in Palma, Mallorca, the largest climate protest on the island since the beginning of Fridays for Future."
2019-09-20,Berlin,Spain,FFF,,Climate protests took place in many cities across Spain.
2019-09-20,Hamburg,Hamburg,FFF,3200.0,"Around 3,200 people participated in a climate protest in Hamburg, Germany."
2019-09-20,Bayern,Munich,FFF,2000.0,"Around 2,000 people participated in a climate protest march through the city center of Munich, Germany."
